pid,xml
s-MohamedASharaf,https://dblp.org/pid/s/MohamedASharaf.xml
s-MonicaScannapieco,https://dblp.org/pid/s/MonicaScannapieco.xml
s-PSamarati,https://dblp.org/pid/s/PSamarati.xml
s-PinarSenkul,https://dblp.org/pid/s/PinarSenkul.xml
s-RalfSchenkel,https://dblp.org/pid/s/RalfSchenkel.xml
s-RenukaSindhgatta,https://dblp.org/pid/s/RenukaSindhgatta.xml
s-SSudarshan1,https://dblp.org/pid/s/SSudarshan1.xml
s-ShashiShekhar,https://dblp.uni-trier.de/pid/s/ShashiShekhar.xml
s-TimosKSellis,https://dblp.org/pid/s/TimosKSellis.xml
t-AnthonyKHTung,https://dblp.org/pid/t/AnthonyKHTung.xml
t-ArashTermehchy,https://dblp.org/pid/t/ArashTermehchy.xml
t-CaetanoTrainaJr,https://dblp.org/pid/t/CaetanoTrainaJr.xml
t-FaroukToumani,https://dblp.org/pid/t/FaroukToumani.xml
t-JensTeubner,https://dblp.uni-trier.de/pid/t/JensTeubner.xml
t-KianLeeTan,https://dblp.org/pid/t/KianLeeTan.xml
t-LetiziaTanca,https://dblp.org/pid/t/LetiziaTanca.xml
t-ManolisTerrovitis,https://dblp.org/pid/t/ManolisTerrovitis.xml
t-MartinTheobald,https://dblp.org/pid/t/MartinTheobald.xml
t-NesimeTatbul,https://dblp.org/pid/t/NesimeTatbul.xml
t-PeterTriantafillou,https://dblp.org/pid/t/PeterTriantafillou.xml
t-RiccardoTorlone,https://dblp.org/pid/t/RiccardoTorlone.xml
t-ValTannen,https://dblp.org/pid/t/ValTannen.xml
t-VincentSMTseng,https://dblp.org/pid/t/VincentSMTseng.xml
t-WangChiewTan,https://dblp.org/pid/t/WangChiewTan.xml
t-YannisTheodoridis,https://dblp.org/pid/t/YannisTheodoridis.xml
v-VVassalos,https://dblp.org/pid/v/VVassalos.xml
v-YannisVelegrakis,https://dblp.uni-trier.de/pid/v/YannisVelegrakis.xml
w-GerhardWeikum,https://dblp.org/pid/w/GerhardWeikum.xml
w-HaixunWang,https://dblp.uni-trier.de/pid/w/HaixunWang.xml
w-JRWen,https://dblp.uni-trier.de/pid/w/JRWen.xml
w-JefWijsen,https://dblp.uni-trier.de/pid/w/JefWijsen.xml
w-KeWang,https://dblp.uni-trier.de/pid/w/KeWang.xml
w-MelanieWeis,https://dblp.org/pid/w/MelanieWeis.xml
w-PeterTWood,https://dblp.uni-trier.de/pid/w/PeterTWood.xml
w-RaymondChiWingWong,https://dblp.org/pid/w/RaymondChiWingWong.xml
w-StevenEuijongWhang,https://dblp.org/pid/w/StevenEuijongWhang.xml
w-WeiWang,https://dblp.org/pid/w/WeiWang.xml
w-WeiWang11,https://dblp.org/pid/w/WeiWang11.xml
w-WeiWang9,https://dblp.org/pid/w/WeiWang9.xml
w-XiaoyangSeanWang,https://dblp.org/pid/w/XiaoyangSeanWang.xml
w-YangWang15,https://dblp.org/pid/w/YangWang15.xml
w-YangWang9,https://dblp.org/pid/w/YangWang9.xml
x-HuiXiong,https://dblp.org/pid/x/HuiXiong.xml
x-JianliangXu,https://dblp.org/pid/x/JianliangXu.xml
y-DanfengYao,https://dblp.org/pid/y/DanfengYao.xml
y-JXuYu,https://dblp.org/pid/y/JXuYu.xml
y-JunYang1,https://dblp.uni-trier.de/pid/y/JunYang1.xml
y-MasatoshiYoshikawa,https://dblp.org/pid/y/MasatoshiYoshikawa.xml
y-XifengYan,https://dblp.org/pid/y/XifengYan.xml
z-AoyingZhou,https://dblp.org/pid/z/AoyingZhou.xml
z-DemetriosZeinalipourYazti,https://dblp.org/pid/z/DemetriosZeinalipourYazti.xml
z-KarineZeitouni,https://dblp.org/pid/z/KarineZeitouni.xml
z-XiaofangZhou,https://dblp.org/pid/z/XiaofangZhou.xml
