name,country,institution,dblp,expertise
aaron elmore,united states,university of chicago,https://dblp.org/pers/e/Elmore:Aaron_J=.html,
abdalghani abujabal,germany,amazon alexa,https://dblp.org/pers/a/Abujabal:Abdalghani.html,
abdul quamar,united states,ibm research almaden,https://dblp.org/pers/q/Quamar:Abdul.html,
abdulhakim qahtan,netherlands,utrecht university,https://dblp.org/pid/121/4198.html,
abhijnan chakraborty,germany,max planck institute for software systems,https://dblp.org/pers/c/Chakraborty:Abhijnan.html,
abhishek ghose,united states,24/7 customer inc.,https://dblp.org/pid/39/1380.html,
abhishek kumar singh,india,international institute of information technology hyderabad,https://dblp.org/pers/s/Singh:Abhishek_Kumar.html,
abolfazl asudeh,united states,university of illinois at chicago,https://dblp.org/pid/04/7892.html,
abolfazl asudeh,united states,university of michifan,https://dblp.org/pid/04/7892.html,
adam jatowt,japan,kyoto university,https://dblp.uni-trier.de/pid/j/AdamJatowt.html,
adam lee,united states,university of pittsburgh,https://dblp.org/pid/62/1373.html,
alexander thomson,united states,google,https://dblp.org/pid/21/8510.html,
alexandra meliou,united states,umass amherst,https://dblp.org/pers/m/Meliou:Alexandra.html,
alexandros labrinidis,united states,university of pittsburgh,https://dblp.org/pid/l/ALabrinidis.html,
alexandros ntoulas,united states,linkedin,https://dblp.org/pers/n/Ntoulas:Alexandros.html,
alfons kemper,germany,technical university of munich,https://dblp.org/pid/k/AlfonsKemper.html,
alfons kemper,germany,tu munich,https://dblp.org/pid/k/AlfonsKemper.html,
ali ahmadvand,united states,emory university,https://dblp.org/pers/a/Ahmadvand:Ali.html,
alin deutsch,united states,ucsd,https://dblp.org/pid/d/AlinDeutsch.html,
aline bessa,united states,new york university,https://dblp.org/pid/134/9031.html,
alireza heidari,canada,u waterloo,https://dblp.org/pid/164/1401.html,
alkis polyzotis,united states,"google, usa",https://dblp.org/pid/p/NeoklisPolyzotis.html,
alkis simitsis,greece,athena research center,https://dblp.uni-trier.de/pers/s/Simitsis:Alkis.html,
allison holloway,united states,oracle,https://dblp.org/pers/h/Holloway:Allison.html,
alon halevy,united states,facebook,https://dblp.uni-trier.de/pers/h/Halevy:Alon_Y=.html,
alon halevy,united states,recruit,https://dblp.uni-trier.de/pers/h/Halevy:Alon_Y=.html,
altigran da silva,brazil,universidade federal do amazonas,https://dblp.uni-trier.de/pers/s/Silva:Altigran_Soares_da.html,
alvin cheung,united states,uc berkeley,https://dblp.uni-trier.de/pers/c/Cheung:Alvin.html,
ambuj singh,united states,ucsb,https://dblp.org/pid/s/AmbujKSingh.html,
amelie chi zhou,china,shenzhen university,https://dblp.org/pers/z/Zhou:Amelie_Chi.html,
amit awekar,india,iit g,https://dblp.org/pid/136/7882.html,
amit awekar,india,"indian institute of technology, guwahati, assam, india",https://dblp.org/pid/136/7882.html,
amit gupta,switzerland,ecole polytechnique fdrale de lausanne,https://dblp.org/pers/hd/g/Gupta:Amit,
amitabha bagchi,india,"indian institute of technology, delhi",https://dblp.uni-trier.de/pers/b/Bagchi:Amitabha.html,
amitava das,india,"indian institute of information technoogy, sri city",https://dblp.org/pid/75/5002.html,
amol deshpande,united states,university of maryland at college park,https://dblp.org/pid/d/AmolDeshpande.html,
amr el abbadi,united states,"university of california, santa barbara",https://dblp.org/pid/a/AmrElAbbadi.html,
amr magdy,united states,university of california - riverside,https://dblp.org/pers/m/Magdy_0001:Amr.html,
amrith krishna,india,iit kharagpur,https://dblp.org/pid/160/4306.html,
amy siu,germany,beuth university of applied sciences,https://dblp.org/pers/s/Siu:Amy.html,
an yan,china,university of california san diego,https://dblp.uni-trier.de/pid/37/10133-3.html,
anand mishra,india,iit jodhpur,https://dblp.org/pers/m/Mishra_0001:Anand.html,
anastasia ailamaki,switzerland,epfl,https://dblp.uni-trier.de/pers/a/Ailamaki:Anastasia.html,
andrea cali,united kingdom,birkbeck univ. of london,https://dblp.uni-trier.de/pers/c/Cal=igrave=:Andrea.html,
andreas hotho,germany,universitat wurzburg,https://dblp.org/pers/h/Hotho:Andreas.html,
andreas kipf,united states,mit,https://dblp.org/pers/k/Kipf:Andreas.html,
andreas lommatzsch,germany,tu berlin,https://dblp.org/pers/l/Lommatzsch:Andreas.html,
andreas zufle,united states,george mason university,https://dblp.org/pid/18/2478.html,
andreea-ioana deac,united kingdom,university of cambridge,https://dblp.org/pers/d/Deac:Andreea.html,
andrew crotty,united states,cmu/brown,https://dblp.org/pid/147/4971.html,
andrew pavlo,united states,cmu,https://dblp.uni-trier.de/pers/p/Pavlo:Andrew.html,
andri ashfahani,singapore,nanyang technological university,https://dblp.org/pers/a/Ashfahani:Andri.html,
angela bonifati,france,univ. of lyon,https://dblp.uni-trier.de/pers/b/Bonifati:Angela.html,
anhai doan,united states,university of wisconsin-madison,https://dblp.org/pid/d/AnHaiDoan.html,
animesh mukherjee,india,"indian institute of technology, kharagpur",https://dblp.org/pers/hd/m/Mukherjee_0001:Animesh,
anirban chakraborty,india,indian institute of science,https://dblp.uni-trier.de/pers/c/Chakraborty:Anirban.html,
anirban dasgupta,india,iit gandhinagar,https://dblp.org/pid/54/385-1.html,
anirban dasgupta,india,iitgn,https://dblp.org/pid/54/385-1.html,
anja gruenheid,united states,google inc.,https://dblp.org/pid/81/10578.html,
anja gruenheid,united states,microsoft,https://dblp.org/pid/81/10578.html,
anna fariha,united states,microsoft,https://dblp.org/pid/29/11192.html,
anna fariha,united states,university of massachusetts amherst,https://dblp.org/pid/29/11192.html,
anna squicciarini,united states,the pennsylvania state university,https://dblp.org/pers/s/Squicciarini:Anna_Cinzia.html,
annalisa appice,italy,university of bari,https://dblp.org/pers/a/Appice:Annalisa.html,
anshumali shrivastava,united states,rice university,https://dblp.org/pers/s/Shrivastava:Anshumali.html,
anshuman dutt,united states,microsoft,https://dblp.org/pers/d/Dutt:Anshuman.html,
anthony k. h. tung,singapore,national university of singapore,https://dblp.org/pid/t/AnthonyKHTung.html,
anthony tung,singapore,nus,https://dblp.org/pers/t/Tung:Anthony_K=_H=.html,
anthony tung,singapore,nus,https://dblp.org/pers/t/Tung:Anthony_K=_H=.html,
anton dignoes,italy,free university of bozen-bolzano,https://dblp.org/pid/96/11411.html,
anton dignoes,italy,free university of bozen-bolzano,https://dblp.org/pid/96/11411.html,
antonios deligiannakis,greece,technical university of crete,https://dblp.org/pid/d/ADeligiannakis.html,
antonios deligiannakis,greece,technical university of crete,https://dblp.org/pid/d/ADeligiannakis.html,
antonis deligiannakis,greece,technical university of crete,https://dblp.org/pid/d/ADeligiannakis.html,
aoqian zhang,canada,university of waterloo,https://dblp.org/pid/163/0449.html,
aoying zhou,china,east china normal university,https://dblp.org/pid/z/AoyingZhou.html,
aparna garimella,india,adobe research,https://dblp.org/pid/183/5034.html,
aparna varde,united states,montclair state university,https://dblp.uni-trier.de/pers/v/Varde:Aparna_S=.html,
apostolos papadopoulos,greece,aristotle university of thessaloniki,https://dblp.org/pers/p/Papadopoulos:Apostolos_N=.html,
arash termehchy,united states,oregon state university,https://dblp.org/pid/t/ArashTermehchy.html,
arash termehchy,united states,oregon state university,https://dblp.org/pid/t/ArashTermehchy.html,
arbee chen,taiwan,asia university,https://dblp.org/pers/c/Chen:Arbee_L=_P=.html,
arijit biswas,united states,javadpur university,https://dblp.uni-trier.de/pers/b/Biswas:Arijit.html,
arijit khan,singapore,nanyang technological university,https://dblp.org/pid/67/2933.html,
arindam pal,australia,"data61, csiro",https://dblp.org/pers/hd/p/Pal_0001:Arindam,
aristides gionis,finland,aalto university,https://dblp.uni-trier.de/pers/g/Gionis:Aristides.html,
arlei silva,united states,ucsb,https://dblp.org/pers/s/Silva:Arlei.html,
arnab bhattacharya,india,iit kanpur,https://dblp.org/pid/48/2626-1.html,
barna saha,united states,"university of california, berkeley",https://dblp.uni-trier.de/pers/s/Saha:Barna.html,
barzan mozafari,united states,university of michigan,https://dblp.org/pers/m/Mozafari:Barzan.html,
batya kenig,israel,technion,https://dblp.org/pid/83/11148.html,
behrooz omidvar-tehrani,united states,amazon,https://dblp.org/pid/200/8321.html,
ben carterette,united states,spotify,https://dblp.uni-trier.de/pers/c/Carterette:Ben.html,
ben kao,hongkong sar,university of hong kong,https://dblp.org/pid/k/BenKao.html,
beng chin ooi,singapore,nus,https://dblp.uni-trier.de/pers/o/Ooi:Beng_Chin.html,
benjamin hattasch,germany,tu-darmstadt,https://dblp.org/pid/218/5225.html,
benny kimelfeld,israel,technion,https://dblp.org/pid/74/3195.html,
bernadete loscio,brazil,universidade federal de pernambuco,https://dblp.org/pid/51/6689.html,
bernd amann,france,universit pierre et marie curie,https://dblp.org/pers/a/Amann:Bernd.html,
bertram ludascher,united states,university of illinois,https://dblp.org/pid/l/BertramLudascher.html,
bettina kemme,canada,mcgill university,https://dblp.org/pid/k/BettinaKemme.html,
bikash chandra,switzerland,ecole polytechnique federale de lausanne,https://dblp.org/pid/131/6284.html,
bill howe,united states,university of washington,https://dblp.org/pid/h/BillHowe.html,
bin cui,china,peking university,https://dblp.org/pid/55/5031.html,
bin wu,china,alibaba,https://dblp.org/pid/98/4432-3.html,
bin yang,denmark,aalborg university,https://dblp.uni-trier.de/pers/hd/y/Yang_0002:Bin,
bingsheng he,singapore,national university of singapore,https://dblp.org/pid/h/BingshengHe.html,
bingsheng he,singapore,nus,https://dblp.org/pid/h/BingshengHe.html,
biplav srivastava,united states,ibm,https://dblp.org/pers/s/Srivastava:Biplav.html,
birgitta koenig-ries,germany,friedrich-schiller-universitat jena,https://dblp.uni-trier.de/pid/k/BKonigRies.html,
bjarn jansson,denmark,it university of copenhagen,https://dblp.uni-trier.de/pers/hd/j/J=oacute=nsson_0001:Bj=ouml=rn_=THORN==oacute=r,
bo li,hong kong sar,hkust,https://dblp.org/pid/50/3402-1.html,
bo xu,china,donghua university,https://dblp.org/pid/26/1194-23.html,
bolin ding,china,"data analytics and intelligence lab, alibaba group",https://dblp.org/pers/d/Ding:Bolin.html,
bolin ding,united states,microsoft research,https://dblp.org/pers/d/Ding:Bolin.html,
bolong zheng,china,huazhong university of science and technology,https://dblp.org/pid/152/4895.html,
bongki moon,south korea,seoul national university,https://dblp.org/pers/m/Moon:Bongki.html,
boon thau loo,united states,univ. of pennsylvania,https://dblp.org/pid/75/3108.html,
boris glavic,united states,illinois institute of technology,https://dblp.uni-trier.de/pers/hd/g/Glavic:Boris,
brandon haynes,united states,"gray systems lab, microsoft",https://dblp.org/pid/180/5761.html,
brandon haynes,united states,ms jim gray,https://dblp.org/pid/180/5761.html,
brit youngmann,united states,mit,https://dblp.org/pid/185/4349.html,
byron choi,hong kong sar,hong kong baptist university,https://dblp.uni-trier.de/pers/c/Choi:Byron.html,
byron choi,hong kong sar,"hong kong baptist university, hong kong, china",https://dblp.uni-trier.de/pers/c/Choi:Byron.html,
c mohan,united states,ibm research,https://dblp.uni-trier.de/pers/hd/m/Mohan_0001:C=,
c v jawahar,india,"cvit, iiit, hyderabad",https://dblp.org/pers/j/Jawahar:C=_V=.html,
caetano traina jr.,brazil,universidade de s?o paulo,https://dblp.org/pers/t/Traina_Jr=:Caetano.html,
cagatay demiralp,united states,megagon labs,https://dblp.org/pid/74/20.html,
cagatay demiralp,united states,sigma computing,https://dblp.org/pid/74/20.html,
caihua shan,hongkong sar,the university of hong kong,https://dblp.org/pid/193/1652.html,
can lu,hong kong sar,the chinese university of hong kong,https://dblp.org/pers/l/Lu:Can.html,
carlo curino,united states,microsoft,https://dblp.org/pid/c/CarloCurino.html,
carlo curino,united states,microsoft -- gsl,https://dblp.org/pid/c/CarloCurino.html,
carlos scheidegger,united states,the university of arizona,https://dblp.org/pers/s/Scheidegger:Carlos.html,
carmem hara,brazil,universidade federal do paran,https://dblp.org/pers/h/Hara:Carmem_S=.html,
carolina ruiz,united states,wpi,https://dblp.uni-trier.de/pers/r/Ruiz:Carolina.html,
carsten binnig,germany,tu dramstadt,https://dblp.uni-trier.de/pers/b/Binnig:Carsten.html,
catarina moreira,australia,queensland university of technology,https://dblp.org/pid/28/10108.html,
ce zhang,switzerland,eth,https://dblp.org/pid/97/919-1.html,
chang ge,canada,university of waterloo,https://dblp.org/pid/122/5424-2.html,
chang-tien lu,united states,virginia tech,https://dblp.uni-trier.de/pers/l/Lu:Chang=Tien.html,
chanyoung park,united states,university of illinois at urbana-champaign,https://dblp.org/pers/p/Park:Chanyoung.html,
chao huang,china,university of notre dame,https://dblp.org/pid/18/4087-1.html,
chao zhang,france,lyon 1 university,https://dblp.org/pid/94/3019-45.html,
chaokun wang,china,tsinghua university,https://dblp.org/pers/w/Wang:Chaokun.html,
chee-yong chan,singapore,national university of singapore,https://dblp.uni-trier.de/pers/c/Chan:Chee_Yong.html,
chen li,united states,uc irvine,https://dblp.org/pid/l/ChenLi1.html,
chen luo,united states,amazon,https://dblp.org/pid/92/2769.html,
chen qu,united states,university of massachusetts amherst,https://dblp.org/pid/148/7268.html,
chen wang,china,,https://dblp.org/pid/82/4206-11.html,
chen xiuying,china,wuhan university,https://dblp.org/pers/hd/c/Chen:Xiuying,
cheng long,singapore,nanyang technological university,https://dblp.org/pers/l/Long:Cheng.html,
cheng yang,china,bupt,https://dblp.uni-trier.de/pid/49/1457-2.html,
chengfei liu,australia,swinburne university of technology,https://dblp.org/pers/l/Liu:Chengfei.html,
chenggang wu,united states,uc berkeley,https://dblp.uni-trier.de/pid/51/3529-1.html,
chengkai li,united states,the university of texas at arlington,https://dblp.org/pid/14/3692.html,
chengkai li,united states,ut arlington,https://dblp.org/pid/14/3692.html,
chengkai li,united states,ut arlington,https://dblp.org/pid/14/3692.html,
chenliang li,china,wuhan university,https://dblp.org/pers/l/Li:Chenliang.html,
chenyan xiong,united states,microsoft,https://dblp.org/pers/x/Xiong:Chenyan.html,
chi wang,united states,microsoft research,https://dblp.uni-trier.de/pid/09/404-1.html,
chih-ya shen,taiwan,national tsing hua university,https://dblp.uni-trier.de/pers/s/Shen:Chih=Ya.html,
chinya ravishankar,united states,"university of california, riverside",https://dblp.uni-trier.de/pers/r/Ravishankar:Chinya_V=.html,
chiranjib bhattacharyya,india,iisc,https://dblp.org/pers/b/Bhattacharyya:Chiranjib.html,
choiru zain,australia,latrobe university australia,https://dblp.org/pers/hd/z/Za=in:Choiru,
chris jermaine,united states,rice university,https://dblp.org/pers/j/Jermaine:Chris.html,
christian bizer,germany,university of mannheim,https://dblp.org/pers/b/Bizer:Christian.html,
christian jensen,denmark,aalborg university,https://dblp.uni-trier.de/pers/j/Jensen:Christian_S=.html,
christoph koch,switzerland,epfl,https://dblp.org/pid/k/ChristophKoch.html,
christopher de sa,united states,cornell university,https://dblp.org/pers/s/Sa:Christopher_De.html,
christopher re,united states,stanford university,https://dblp.uni-trier.de/pers/r/R=eacute=:Christopher.html,
chuan lei,united states,ibm research - almaden,https://dblp.org/pid/87/10957.html,
chuan lei,united states,instacart,https://dblp.org/pid/87/10957.html,
chuan shi,china,beijing university of posts and telecommunications,https://dblp.org/pers/s/Shi:Chuan.html,
chuan xiao,japan,osaka university & nagoya university,https://dblp.uni-trier.de/pid/57/4384-1.html,
chun ouyang,australia,queensland university of technology,https://dblp.org/pid/20/1969-1.html,
chunbin lin,united states,amazon aws,https://dblp.org/pers/l/Lin:Chunbin.html,
claudia plant,austria,university of wien,https://dblp.org/pid/65/3446.html,
cong yu,united states,google,https://dblp.org/pers/hd/y/Yu_0001:Cong,
constantinos costa,united states,university of pittsburgh,https://dblp.org/pid/116/0694.html,
cornelia caragea,united states,university of illinois at chicago,https://dblp.uni-trier.de/pers/c/Caragea:Cornelia.html,
curtis dyreson,united states,utah state university,https://dblp.uni-trier.de/pid/d/CEDyreson.html,
cyrus shahabi,united states,computer science department. university of southern california,https://dblp.org/pid/s/CyrusShahabi.html,
da yan,united states,university of alabama at birmingham,https://dblp.org/pid/81/9436-1.html,
daheng wang,united states,university of notre dame,https://dblp.uni-trier.de/pers/hd/w/Wang:Daheng,
daisy zhe wang,united states,univeresity of florida,https://dblp.org/pers/w/Wang:Daisy_Zhe.html,
daisy zhe wang,united states,university of florida,https://dblp.org/pers/w/Wang:Daisy_Zhe.html,
dan kifer,united states,penn state university,https://dblp.org/pid/84/114.html,
dan ports,united states,univ. of washington,https://dblp.uni-trier.de/pid/03/6105.html,
dan suciu,united states,university of washington,https://dblp.org/pid/s/DanSuciu.html,
dana van aken,united states,ottertune,https://dblp.org/pid/154/0932.html,
danfeng yao,united states,virginia tech,https://dblp.org/pid/y/DanfengYao.html,
danica porobic,switzerland,oracle,https://dblp.org/pers/p/Porobic:Danica.html,
daniel abadi,united states,"university of maryland, college park",https://dblp.org/pid/a/DJAbadi.html,
daniel abadi,united states,"university of maryland, college park",https://dblp.org/pid/a/DJAbadi.html,
daniel deutch,israel,tel aviv university,https://dblp.org/pid/98/6876.html,
daniel deutch,israel,tel aviv university,https://dblp.org/pid/98/6876.html,
daniel kang,united states,stanford,https://dblp.org/pid/40/6300.html,
daniel oliveira,brazil,"uff, brazil",https://dblp.org/pid/68/7553-1.html,
danish contractor,india,ibm,https://dblp.org/pid/93/9012.html,
daojian zeng,china,csust,https://dblp.org/pers/z/Zeng:Daojian.html,
dario colazzo,france,u. paris dauphine,https://dblp.uni-trier.de/pers/c/Colazzo:Dario.html,
david koop,united states,northern illinois university,https://dblp.org/pid/54/1720.html,
david koop,united states,u mass dartmouth,https://dblp.org/pid/54/1720.html,
davide martinenghi,italy,politecnico di milano,https://dblp.org/pid/14/6896.html,
davide mottin,denmark,aarhus univ,https://dblp.uni-trier.de/pers/m/Mottin:Davide.html,
davood rafiei,canada,university of alberta,https://dblp.org/pid/r/DRafiei.html,
debapriyo majumdar,india,indian statistical institute kolkata,https://dblp.org/pers/m/Majumdar:Debapriyo.html,
debasis ganguly,ireland,university of glasgow,https://dblp.org/pers/g/Ganguly:Debasis.html,
deepak mishra,india,indian institute of technology jodhpur,https://dblp.uni-trier.de/pers/m/Mishra:Deepak.html,
deepak p,united kingdom,queen's university belfast,https://dblp.org/pers/hd/p/P_0001:Deepak,
demetrios zeinalipour-yazti,greece,university of cyprus,https://dblp.org/pid/z/DemetriosZeinalipourYazti.html,
de-nian yang,taiwan,academia sinica,https://dblp.org/pers/y/Yang:De=Nian.html,
denilson barbosa,canada,university of alberta,https://dblp.uni-trier.de/pers/b/Barbosa:Denilson.html,
di you,united states,worcester polytechnic institute,https://dblp.org/pers/y/You:Di.html,
dimitrios georgakopoulos,australia,"swinsburne university of technology, australia",https://dblp.org/pers/g/Georgakopoulos:Dimitrios.html,
dimitrios gunopulos,greece,university of athens,https://dblp.org/pid/g/DimitriosGunopulos.html,
dimitris papadias,hong kong sar,hkust,https://dblp.org/pers/hd/p/Papadias:Dimitris,
dimitris sacharidis,austria,ulb,https://dblp.org/pid/19/4428.html,
dinesh garg,india,ibm research,https://dblp.uni-trier.de/pers/g/Garg:Dinesh.html,
dingming wu,china,shenzhen university,https://dblp.org/pid/81/6181.html,
dipyaman banerjee,india,ieee,https://dblp.org/pid/43/6688.html,
divesh srivastava,united states,at&t,https://dblp.uni-trier.de/pid/s/DiveshSrivastava.html,
divy agrawal,united states,"university of california, santa barbara",https://dblp.org/pid/a/DivyakantAgrawal.html,
divya mahajan,india,microsoft,https://dblp.org/pid/161/0102.html,
dixin tang,united states,uc berkeley,https://dblp.org/pid/155/5478.html,
diyi yang,united states,georgia institute of technology,https://dblp.org/pers/y/Yang:Diyi.html,
djellel difallah,united states,nyu,https://dblp.org/pers/d/Difallah:Djellel_Eddine.html,
dominik moritz,united states,cmu,https://dblp.org/pid/147/1186.html,
donald kossmann,switzerland,microsoft research,https://dblp.uni-trier.de/pers/k/Kossmann:Donald.html,
donatella firmani,italy,roma tre university,https://dblp.uni-trier.de/pers/f/Firmani:Donatella.html,
dong deng,united states,rutgers universituy - new brunswick,https://dblp.org/pid/71/8700-1.html,
dong deng,united states,rutgers university,https://dblp.org/pid/71/8700-1.html,
dong xie,united states,penn state university,https://dblp.org/pid/20/6977-1.html,
donghyun kim,united states,yahoo! research,https://dblp.uni-trier.de/pers/hd/k/Kim:Donghyun,
dongxiang zhang,china,zhejiang university,https://dblp.org/pid/89/6013.html,
dumitrel loghin,singapore,national university of singapore,https://dblp.uni-trier.de/pers/l/Loghin:Dumitrel.html,
durga toshniwal,india,indian institute of technology roorkee,https://dblp.org/pers/t/Toshniwal:Durga.html,
dwaipayan roy,india,gesis - leibniz institute for the social sciences,https://dblp.org/pers/r/Roy:Dwaipayan.html,
eddie kohler,united states,harvard university,https://dblp.uni-trier.de/pers/k/Kohler:Eddie.html,
eduard dragut,united states,temple university,https://dblp.org/pers/d/Dragut:Eduard_Constantin.html,
eduardo ogasawara,brazil,cefet-rj,https://dblp.org/pid/24/788.html,
edward fox,united states,virginia tech,https://dblp.uni-trier.de/pid/f/EdwardAFox.html,
edwin lughofer,austria,johannes kepler university linz,https://dblp.org/pers/l/Lughofer:Edwin.html,
ekaterini ioanou,netherlands,tilburg university,https://dblp.org/pid/68/3366.html,
elena baralis,italy,dipartimento di automatica e informatica politecnico di torino,https://dblp.org/pid/77/5283.html,
elena demidova,germany,l3s research center,https://dblp.uni-trier.de/pers/d/Demidova:Elena.html,
elena ferrari,italy,"university of insubria, varese",https://dblp.org/pers/f/Ferrari:Elena.html,
eleni tsirita-zacharatou,germany,tu berlin,https://dblp.org/pers/z/Zacharatou:Eleni_Tzirita.html,
eliana pastor,italy,politecnico di torino,https://dblp.org/pid/225/2019.html,
elisa bertino,united states,"purdue university, usa",https://dblp.uni-trier.de/pers/b/Bertino:Elisa.html,
elke rundensteiner,united states,wpi,https://dblp.uni-trier.de/pers/r/Rundensteiner:Elke_A=.html,
elkindi rezig,united states,mit,https://dblp.org/pid/96/8919.html,
emmanuel muller,germany,"b-it, data science and data engineering",https://dblp.uni-trier.de/pid/55/6899.html,
emmanuel muller,germany,hasso plattner institute,https://dblp.uni-trier.de/pid/55/6899.html,
entong shen,united states,amazon web services,https://dblp.org/pid/31/9364.html,
entong shen,united states,databricks,https://dblp.org/pid/31/9364.html,
erhard rahm,germany,university of leipzig,https://dblp.org/pid/r/ERahm.html,
eric lo,hong kong sar,chinese university of hong kong,https://dblp.org/pid/80/2320.html,
erietta liarou,united states,harvard,https://dblp.uni-trier.de/pers/l/Liarou:Erietta.html,
erkang zhu,united states,microsoft research,https://dblp.org/pid/116/5135.html,
eser kandogan,united states,megagon labs,https://dblp.org/pid/54/6752.html,
essam mansour,canada,concordia university,https://dblp.org/pers/m/Mansour:Essam.html,
essam mansour,qatar,qcri,https://dblp.org/pers/m/Mansour:Essam.html,
ester livshits,united kingdom,university of edinburgh,https://dblp.org/pid/177/8852.html,
eugene wu,united states,columbia university,https://dblp.org/pid/41/3679.html,
eugene wu,united states,columbia university,https://dblp.org/pid/41/3679.html,
eunyee koh,united states,adobe,https://dblp.org/pers/k/Koh:Eunyee.html,
evaggelia pitoura,greece,univ. of ioannina,https://dblp.org/pers/p/Pitoura:Evaggelia.html,
fan zhang,china,guangzhou university,https://dblp.org/pid/21/3626-36.html,
farnoush banaei-kashani,united states,university of colorado-denver,https://dblp.org/pid/34/508.html,
farouk toumani,france,"limos, cnrs, university clermont auvergne",https://dblp.org/pid/t/FaroukToumani.html,
fatemeh nargesian,united states,university of rochester,https://dblp.org/pid/23/7274.html,
fatma ozcan,united states,google,https://dblp.uni-trier.de/pers/=/=Ouml=zcan:Fatma.html,
fatma ozcan,united states,ibm almaden,https://dblp.uni-trier.de/pers/=/=Ouml=zcan:Fatma.html,
fei chiang,canada,mcmaster university,https://dblp.uni-trier.de/pers/c/Chiang:Fei.html,
fei sun,china,alibaba group,https://dblp.org/pid/51/394-1.html,
fei wu,china,hust,https://dblp.org/pid/84/3254-5.html,
feida zhu,singapore,singapore management university,https://dblp.org/pid/77/1985.html,
feida zhu,singapore,smu,https://dblp.org/pid/77/1985.html,
feifei li,china,alibaba group,https://dblp.org/pid/l/FeifeiLi.html,
felix naumann,germany,hasso plattner institute,https://dblp.uni-trier.de/pers/n/Naumann:Felix.html,
felix schuhknecht,germany,u mainz,https://dblp.uni-trier.de/pers/hd/s/Schuhknecht:Felix_Martin,
feng zhang,china,renmin university of china,https://dblp.org/pid/48/1294-7.html,
fernando chirigati,united states,nyu,https://dblp.org/pers/c/Chirigati:Fernando_Seabra.html,
filip ilievski,united states,isi,https://dblp.org/pers/i/Ilievski:Filip.html,
filip murlak,poland,"university of warsaw, poland",https://dblp.org/pers/m/Murlak:Filip.html,
flip korn,united states,"google, usa",https://dblp.uni-trier.de/pers/k/Korn:Flip.html,
florian hahn,netherlands,university of twente,https://dblp.org/pid/284/0968.html,
florian kerschbaum,canada,university of waterloo,https://dblp.org/pers/k/Kerschbaum:Florian.html,
florin rusu,united states,uc merced,https://dblp.org/pers/r/Rusu:Florin.html,
floris geerts,belgium,university of antwerp,https://dblp.org/pers/g/Geerts:Floris.html,
fotis psallidas,united states,microsoft,https://dblp.org/pers/p/Psallidas:Fotis.html,
foto afrati,greece,"ntua, greece",https://dblp.org/pid/a/FotoNAfrati.html,
francesco bonchi,italy,"isi foundation, turin",https://dblp.uni-trier.de/pid/b/FBonchi.html,
francesco bonchi,spain,"yahoo labs barcelona, spain",https://dblp.uni-trier.de/pid/b/FBonchi.html,
francesco gullo,italy,unicredit,https://dblp.uni-trier.de/pers/g/Gullo:Francesco.html,
frank neven,belgium,university of hasselt,https://dblp.org/pid/n/FrankNeven.html,
franois goasdou,france,u. rennes 1,https://dblp.uni-trier.de/pid/92/6981.html,
fusheng wang,united states,stonybrook university,https://dblp.org/pid/69/3405-1.html,
gabriel ghinita,united states,univ. of massachusetts boston,https://dblp.org/pers/g/Ghinita:Gabriel.html,
gabriela jacques-silva,united states,facebook,https://dblp.org/pers/j/Jacques=Silva:Gabriela.html,
gabriele tolomei,italy,sapienza university of rome,https://dblp.org/pers/t/Tolomei:Gabriele.html,
ganesh jawahar,france,inria,https://dblp.org/pers/j/Jawahar:Ganesh.html,
gang chen,china,zhejiang university,https://dblp.org/pid/67/6383-1.html,
gao cong,singapore,nanyang technological univesity,https://dblp.org/pers/c/Cong:Gao.html,
gaurav sinha,india,adobe research,https://dblp.org/pid/29/2979.html,
gaurav verma,united states,georgia tech,https://dblp.org/pid/15/1669.html,
gautam das,united states,ut arlington,https://dblp.org/pid/07/1181.html,
gautam shroff,india,"tcs research, tata consultancy services",https://dblp.org/pers/hd/s/Shroff:Gautam_M=,
ge yu,china,neu,https://dblp.org/pid/49/6363.html,
george fakas,sweden,uppsala university,https://dblp.org/pid/59/1952.html,
george fletcher,netherlands,eindhoven university of technology the netherlands,https://dblp.org/pid/f/GeorgeHLFletcher.html,
george h. l. fletcher,netherlands,eindhoven  university of technology,https://dblp.uni-trier.de/pid/f/GeorgeHLFletcher.html,
george kollios,united states,boston university,https://dblp.uni-trier.de/pid/k/GeorgeKollios.html,
george papadakis,greece,university of athens,https://dblp.org/pid/32/1624.html,
george papadakis,greece,university of athens,https://dblp.org/pid/32/1624.html,
george papastefanatos,greece,athena research center,https://dblp.org/pid/44/2379.html,
georgia koutrika,greece,athena research center,https://dblp.org/pid/k/GeorgiaKoutrika.html,
georgia koutrika,greece,athena research center,https://dblp.org/pid/k/GeorgiaKoutrika.html,
georgia koutrika,greece,athena research center,https://dblp.org/pid/k/GeorgiaKoutrika.html,
gerard melo,united states,rutgers university,https://dblp.org/pers/m/Melo:Gerard_de.html,
gerhard weikum,germany,max-planck-institut fur informatik,https://dblp.org/pid/w/GerhardWeikum.html,
germain forestier,france,university of haute alsace,https://dblp.uni-trier.de/pers/f/Forestier:Germain.html,
ghislain fourny,switzerland,eth zurich,https://dblp.org/pid/86/1723.html,
gillian dobbie,new zealand,univ. of auckland,https://dblp.org/pers/d/Dobbie:Gillian.html,
