name,country,institution,dblp,pid,final_url,expertise
jiaheng lu,finland,university of helsinki,https://dblp.uni-trier.de/pers/l/Lu:Jiaheng.html,l-JiahengLu,https://dblp.uni-trier.de/pid/l/JiahengLu.html,4
jianxin li,australia,deakin university,https://dblp.uni-trier.de/pid/l/JianxinLi.html,l-JianxinLi,https://dblp.uni-trier.de/pid/l/JianxinLi.html,9
xuemin lin,australia,unsw,https://dblp.uni-trier.de/pers/hd/l/Lin_0001:Xuemin,l-LinXuemin,https://dblp.uni-trier.de/pid/l/LinXuemin.html,10
matthieu latapy,france,lip6,https://dblp.org/pers/l/Latapy:Matthieu.html,l-MLatapy,https://dblp.org/pid/l/MLatapy.html,9
ming li,united states,university of texas arlington,https://dblp.org/pid/l/MingLi6.html,l-MingLi6,https://dblp.org/pid/l/MingLi6.html,2
ninghui li,united states,purdue university,https://dblp.org/pid/l/NinghuiLi.html,l-NinghuiLi,https://dblp.org/pid/l/NinghuiLi.html,8
qiong luo,hong kong sar,hkust,https://dblp.org/pers/hd/l/Luo_0001:Qiong,l-QiongLuo,https://dblp.org/pid/l/QiongLuo.html,8
sang won lee,south korea,sungkyunkwan university,https://dblp.uni-trier.de/pers/l/Lee_0001:Sang=Won.html,l-SangWonLee,https://dblp.uni-trier.de/pid/l/SangWonLee.html,7
ulf leser,germany,humboldt-universitââ§t zu berlin,https://dblp.org/pers/l/Leser:Ulf.html,l-UlfLeser,https://dblp.org/pid/l/UlfLeser.html,8
wolfgang lehner,germany,tu dresden,https://dblp.org/pers/l/Lehner:Wolfgang.html,l-WLehner,https://dblp.org/pid/l/WLehner.html,3
xiang lian,united states,kent state university,https://dblp.org/pid/l/XianLian.html,l-XianLian,https://dblp.org/pid/l/XianLian.html,6
animesh mukherjee,india,"indian institute of technology, kharagpur",https://dblp.org/pers/hd/m/Mukherjee_0001:Animesh,m-AnimeshMukherjee,https://dblp.org/pid/m/AnimeshMukherjee.html,1
c mohan,united states,ibm research,https://dblp.uni-trier.de/pers/hd/m/Mohan_0001:C=,m-CMohan,https://dblp.uni-trier.de/pid/m/CMohan.html,7
debapriyo majumdar,india,indian statistical institute kolkata,https://dblp.org/pers/m/Majumdar:Debapriyo.html,m-DebapriyoMajumdar,https://dblp.org/pid/m/DebapriyoMajumdar.html,1
heiko mueller,united states,nyu,https://dblp.org/pid/m/HeikoMuller.html,m-HeikoMuller,https://dblp.org/pid/m/HeikoMuller.html,9
ioana manolescu,france,inria and institut polytechnique de paris,https://dblp.uni-trier.de/pers/m/Manolescu:Ioana.html,m-IoanaManolescu,https://dblp.uni-trier.de/pid/m/IoanaManolescu.html,1
jose martinez,united states,cornell university,https://dblp.org/pid/m/JFMartinez.html,m-JFMartinez,https://dblp.org/pid/m/JFMartinez.html,1
josiane mothe,france,"institut de recherche en informatique de toulouse, umr5505 cnrs, inspe, ut2j",https://dblp.uni-trier.de/pers/m/Mothe:Josiane.html,m-JosianeMothe,https://dblp.uni-trier.de/pid/m/JosianeMothe.html,7
mirella moro,brazil,universidade federal de minas gerais,https://dblp.org/pid/m/MirellaMouraMoro.html,m-MirellaMouraMoro,https://dblp.org/pid/m/MirellaMouraMoro.html,2
pabitra mitra,india,indian institute of technology kharagpur,https://dblp.org/pers/m/Mitra:Pabitra.html,m-PabitraMitra,https://dblp.org/pid/m/PabitraMitra.html,5
paolo merialdo,italy,"{'university roma tre', 'roma tre university'}",https://dblp.uni-trier.de/pid/m/PaoloMerialdo.html,m-PaoloMerialdo,https://dblp.uni-trier.de/pid/m/PaoloMerialdo.html,8
renee miller,"{'canada', 'united states'}","{'northeastern', 'univ of toronto'}",https://dblp.org/pid/m/RJMiller.html,m-RJMiller,https://dblp.org/pid/m/RJMiller.html,8
rene mueller,"{'switzerland', 'united states'}","{'ibm research - almaden', 'nvidia'}",https://dblp.org/pid/m/ReneMuller.html,m-ReneMuller,https://dblp.org/pid/m/ReneMuller.html,3
samuel madden,united states,mit,https://dblp.org/pid/m/SamuelMadden.html,m-SamuelMadden,https://dblp.org/pid/m/SamuelMadden.html,7
sharad mehrotra,united states,u. c. irvine,https://dblp.org/pid/m/SharadMehrotra.html,m-SharadMehrotra,https://dblp.org/pid/m/SharadMehrotra.html,3
tanu malik,united states,depaul university,https://dblp.uni-trier.de/pers/m/Malik:Tanu.html,m-TanuMalik,https://dblp.uni-trier.de/pid/m/TanuMalik.html,6
tova milo,israel,tel aviv university,https://dblp.org/pid/m/TovaMilo.html,m-TovaMilo,https://dblp.org/pid/m/TovaMilo.html,6
volker markl,germany,technische universitat berlin,https://dblp.org/pers/m/Markl:Volker.html,m-VMarkl,https://dblp.org/pid/m/VMarkl.html,3
wagner meira jr.,brazil,universidade federal de minas gerais,https://dblp.org/pers/m/Meira_Jr=:Wagner.html,m-WagnerMeiraJr,https://dblp.org/pid/m/WagnerMeiraJr.html,7
felix naumann,germany,hasso plattner institute,https://dblp.uni-trier.de/pers/n/Naumann:Felix.html,n-FelixNaumann,https://dblp.uni-trier.de/pid/n/FelixNaumann.html,3
frank neven,belgium,university of hasselt,https://dblp.org/pid/n/FrankNeven.html,n-FrankNeven,https://dblp.org/pid/n/FrankNeven.html,8
hung ngo,united states,relationalai inc.,https://dblp.uni-trier.de/pers/n/Ngo_0001:Hung_Q=.html,n-HungQNgo,https://dblp.uni-trier.de/pid/n/HungQNgo.html,10
jeff naughton,united states,google,https://dblp.uni-trier.de/pers/n/Naughton:Jeffrey_F=.html,n-JeffreyFNaughton,https://dblp.uni-trier.de/pid/n/JeffreyFNaughton.html,4
nikos ntarmos,united kingdom,huawei technologies r&d (uk) ltd,https://dblp.org/pers/n/Ntarmos:Nikos.html,n-NikosNtarmos,https://dblp.org/pid/n/NikosNtarmos.html,1
vivek narasayya,united states,microsoft,https://dblp.uni-trier.de/pers/n/Narasayya:Vivek_R=.html,n-VivekRNarasayya,https://dblp.uni-trier.de/pid/n/VivekRNarasayya.html,4
beng chin ooi,singapore,nus,https://dblp.uni-trier.de/pers/o/Ooi:Beng_Chin.html,o-BengChinOoi,https://dblp.uni-trier.de/pid/o/BengChinOoi.html,7
fatma ozcan,united states,"{'ibm almaden', 'google'}",https://dblp.uni-trier.de/pers/=/=Ouml=zcan:Fatma.html,o-FatmaOzcan,https://dblp.uni-trier.de/pid/o/FatmaOzcan.html,4
tamer ozsu,canada,university of waterloo,https://dblp.org/pid/o/MTamerOzsu.html,o-MTamerOzsu,https://dblp.org/pid/o/MTamerOzsu.html,6
mourad ouzzani,qatar,"qatar computing research institute, hbku",https://dblp.org/pers/o/Ouzzani:Mourad.html,o-MouradOuzzani,https://dblp.org/pid/o/MouradOuzzani.html,9
vincent oria,united states,njit,https://dblp.uni-trier.de/pers/hd/o/Oria:Vincent,o-VincentOria,https://dblp.uni-trier.de/pid/o/VincentOria.html,1
viviane moreira,brazil,universidade federal do rio grande do sul,https://dblp.org/pers/m/Moreira:Viviane_Pereira.html,o-VivianeMoreiraOrengo,https://dblp.org/pid/o/VivianeMoreiraOrengo.html,5
apostolos papadopoulos,greece,aristotle university of thessaloniki,https://dblp.org/pers/p/Papadopoulos:Apostolos_N=.html,p-ANPapadopoulos,https://dblp.org/pid/p/ANPapadopoulos.html,7
dimitris papadias,hong kong sar,hkust,https://dblp.org/pers/hd/p/Papadias:Dimitris,p-DimitrisPapadias,https://dblp.org/pid/p/DimitrisPapadias.html,1
evaggelia pitoura,greece,univ. of ioannina,https://dblp.org/pers/p/Pitoura:Evaggelia.html,p-EPitoura,https://dblp.org/pid/p/EPitoura.html,4
ippokratis pandis,united states,"{'amazon web services', 'amazon'}","{'https://dblp.uni-trier.de/pid/p/IppokratisPandis.html', 'https://dblp.org/pid/p/IppokratisPandis.html'}",p-IppokratisPandis,https://dblp.org/pid/p/IppokratisPandis.html,6
jean-marc petit,france,liris,https://dblp.org/pid/p/JMPetit.html,p-JMPetit,https://dblp.org/pid/p/JMPetit.html,2
jian pei,canada,simon fraser university,https://dblp.org/pers/p/Pei:Jian.html,p-JianPei,https://dblp.org/pid/p/JianPei.html,10
lucian popa,united states,ibm,https://dblp.org/pid/p/LucianPopa.html,p-LucianPopa,https://dblp.org/pid/p/LucianPopa.html,5
norman paton,united kingdom,university of  manchester,https://dblp.uni-trier.de/pers/p/Paton:Norman_W=.html,p-NWPaton,https://dblp.uni-trier.de/pid/p/NWPaton.html,10
"{'alkis polyzotis', 'neoklis polyzotis'}",united states,"{'google', 'google, usa'}","{'https://dblp.org/pid/p/NeoklisPolyzotis.html', 'https://dblp.org/pers/p/Polyzotis:Neoklis.html'}",p-NeoklisPolyzotis,https://dblp.org/pid/p/NeoklisPolyzotis.html,1
odysseas papapetrou,netherlands,tu eindhoven,"{'https://dblp.org/pid/p/OdysseasPapapetrou.html', 'https://dblp.org/pers/p/Papapetrou:Odysseas.html'}",p-OdysseasPapapetrou,https://dblp.org/pid/p/OdysseasPapapetrou.html,6
paolo papotti,france,eurecom,https://dblp.org/pers/p/Papotti:Paolo.html,p-PaoloPapotti,https://dblp.org/pid/p/PaoloPapotti.html,6
torben bach pedersen,denmark,aalborg university,https://dblp.org/pers/p/Pedersen:Torben_Bach.html,p-TorbenBachPedersen,https://dblp.org/pid/p/TorbenBachPedersen.html,4
yannis papakonstantinou,united states,"university of california, san diego",https://dblp.org/pid/p/YPapakonstantinou.html,p-YPapakonstantinou,https://dblp.org/pid/p/YPapakonstantinou.html,8
carolina ruiz,united states,wpi,https://dblp.uni-trier.de/pers/r/Ruiz:Carolina.html,r-CarolinaRuiz,https://dblp.uni-trier.de/pid/r/CarolinaRuiz.html,4
chinya ravishankar,united states,"university of california, riverside",https://dblp.uni-trier.de/pers/r/Ravishankar:Chinya_V=.html,r-ChinyaVRavishankar,https://dblp.uni-trier.de/pid/r/ChinyaVRavishankar.html,8
christopher re,united states,stanford university,https://dblp.uni-trier.de/pers/r/R=eacute=:Christopher.html,r-ChristopherRe,https://dblp.uni-trier.de/pid/r/ChristopherRe.html,8
davood rafiei,canada,university of alberta,https://dblp.org/pid/r/DRafiei.html,r-DRafiei,https://dblp.org/pid/r/DRafiei.html,5
elke rundensteiner,united states,wpi,https://dblp.uni-trier.de/pers/r/Rundensteiner:Elke_A=.html,r-EARundensteiner,https://dblp.uni-trier.de/pid/r/EARundensteiner.html,4
erhard rahm,germany,university of leipzig,https://dblp.org/pid/r/ERahm.html,r-ERahm,https://dblp.org/pid/r/ERahm.html,2
kenneth ross,united states,columbia university,https://dblp.org/pid/r/KARoss.html,r-KARoss,https://dblp.org/pid/r/KARoss.html,3
louiqa raschid,united states,umcp,https://dblp.org/pers/r/Raschid:Louiqa.html,r-LouiqaRaschid,https://dblp.org/pid/r/LouiqaRaschid.html,3
matthias renz,"{'united states', 'germany'}","{'george mason univ.', 'university of kiel'}",https://dblp.org/pid/r/MatthiasRenz.html,r-MatthiasRenz,https://dblp.org/pid/r/MatthiasRenz.html,4
maya ramanath,india,iit delhi,https://dblp.org/pers/r/Ramanath:Maya.html,r-MayaRamanath,https://dblp.org/pid/r/MayaRamanath.html,4
mirek riedewald,united states,northeastern,https://dblp.uni-trier.de/pers/r/Riedewald:Mirek.html,r-MirekRiedewald,https://dblp.uni-trier.de/pid/r/MirekRiedewald.html,10
uwe roehm,australia,the university of sydney,https://dblp.uni-trier.de/pers/r/R=ouml=hm:Uwe.html,r-UweRohm,https://dblp.uni-trier.de/pid/r/UweRohm.html,5
vijayshankar raman,united states,ibm research - almaden,https://dblp.uni-trier.de/pers/r/Raman:Vijayshankar.html,r-VijayshankarRaman,https://dblp.uni-trier.de/pid/r/VijayshankarRaman.html,4
altigran da silva,brazil,universidade federal do amazonas,https://dblp.uni-trier.de/pers/s/Silva:Altigran_Soares_da.html,s-ASdaSilva,https://dblp.uni-trier.de/pid/s/ASdaSilva.html,10
alkis simitsis,greece,athena research center,https://dblp.uni-trier.de/pers/s/Simitsis:Alkis.html,s-ASimitsis,https://dblp.uni-trier.de/pid/s/ASimitsis.html,8
ambuj singh,united states,ucsb,https://dblp.org/pid/s/AmbujKSingh.html,s-AmbujKSingh,https://dblp.org/pid/s/AmbujKSingh.html,6
anna squicciarini,united states,the pennsylvania state university,https://dblp.org/pers/s/Squicciarini:Anna_Cinzia.html,s-AnnaCinziaSquicciarini,https://dblp.org/pid/s/AnnaCinziaSquicciarini.html,6
cyrus shahabi,united states,computer science department. university of southern california,https://dblp.org/pid/s/CyrusShahabi.html,s-CyrusShahabi,https://dblp.org/pid/s/CyrusShahabi.html,8
dan suciu,united states,university of washington,https://dblp.org/pid/s/DanSuciu.html,s-DanSuciu,https://dblp.org/pid/s/DanSuciu.html,7
divesh srivastava,united states,at&t,https://dblp.uni-trier.de/pid/s/DiveshSrivastava.html,s-DiveshSrivastava,https://dblp.uni-trier.de/pid/s/DiveshSrivastava.html,10
ion stoica,united states,university of berkeley,https://dblp.org/pid/s/IonStoica.html,s-IonStoica,https://dblp.org/pid/s/IonStoica.html,10
julia stoyanovich,united states,"{'new york university', 'nyu'}",https://dblp.org/pid/s/JuliaStoyanovich.html,s-JuliaStoyanovich,https://dblp.org/pid/s/JuliaStoyanovich.html,8
kai-uwe sattler,germany,tu ilmenau,https://dblp.org/pid/s/KaiUweSattler.html,s-KaiUweSattler,https://dblp.org/pid/s/KaiUweSattler.html,2
kenneth salem,canada,university of waterloo,https://dblp.uni-trier.de/pers/s/Salem:Kenneth.html,s-KennethSalem,https://dblp.uni-trier.de/pid/s/KennethSalem.html,9
mike stonebraker,united states,mit,https://dblp.org/pid/s/MichaelStonebraker.html,s-MichaelStonebraker,https://dblp.org/pid/s/MichaelStonebraker.html,1
mohamed sharaf,"{'uae', 'australia'}","{'united arab emirates university', 'university of queensland'}",https://dblp.org/pid/s/MohamedASharaf.html,s-MohamedASharaf,https://dblp.org/pid/s/MohamedASharaf.html,8
manica scannapieco,italy,istat,https://dblp.org/pers/s/Scannapieco:Monica.html,s-MonicaScannapieco,https://dblp.org/pid/s/MonicaScannapieco.html,4
pierangela samarati,italy,universita delgi studi di milano,https://dblp.org/pid/s/PSamarati.html,s-PSamarati,https://dblp.org/pid/s/PSamarati.html,4
pinar karagoz,turkey,"metu, turkey",https://dblp.org/pid/s/PinarSenkul.html,s-PinarSenkul,https://dblp.org/pid/s/PinarSenkul.html,5
ralf schenkel,germany,university of trier,https://dblp.org/pers/s/Schenkel:Ralf.html,s-RalfSchenkel,https://dblp.org/pid/s/RalfSchenkel.html,8
renuka sindhgatta,india,ibm research,https://dblp.org/pid/s/RenukaSindhgatta.html,s-RenukaSindhgatta,https://dblp.org/pid/s/RenukaSindhgatta.html,5
s. sudarshan,india,iit bombay,https://dblp.org/pid/s/SSudarshan1.html,s-SSudarshan1,https://dblp.org/pid/s/SSudarshan1.html,8
shashi shekhar,united states,university of minnesota,https://dblp.uni-trier.de/pers/s/Shekhar:Shashi.html,s-ShashiShekhar,https://dblp.uni-trier.de/pid/s/ShashiShekhar.html,10
timos sellis,australia,"{'sut', 'swinburne university of technology'}",https://dblp.org/pid/s/TimosKSellis.html,s-TimosKSellis,https://dblp.org/pid/s/TimosKSellis.html,1
"{'anthony k. h. tung', 'anthony tung'}",singapore,"{'national university of singapore', 'nus'}","{'https://dblp.org/pid/t/AnthonyKHTung.html', 'https://dblp.org/pers/t/Tung:Anthony_K=_H=.html'}",t-AnthonyKHTung,https://dblp.org/pid/t/AnthonyKHTung.html,10
arash termehchy,united states,oregon state university,https://dblp.org/pid/t/ArashTermehchy.html,t-ArashTermehchy,https://dblp.org/pid/t/ArashTermehchy.html,9
caetano traina jr.,brazil,universidade de s?o paulo,https://dblp.org/pers/t/Traina_Jr=:Caetano.html,t-CaetanoTrainaJr,https://dblp.org/pid/t/CaetanoTrainaJr.html,6
farouk toumani,france,"limos, cnrs, university clermont auvergne",https://dblp.org/pid/t/FaroukToumani.html,t-FaroukToumani,https://dblp.org/pid/t/FaroukToumani.html,3
jens teubner,germany,tu dortmund university,https://dblp.uni-trier.de/pers/t/Teubner:Jens.html,t-JensTeubner,https://dblp.uni-trier.de/pid/t/JensTeubner.html,8
kian-lee tan,singapore,national university of singapore,https://dblp.org/pers/t/Tan:Kian=Lee.html,t-KianLeeTan,https://dblp.org/pid/t/KianLeeTan.html,9
letizia tanca,italy,politecnico di milano,https://dblp.org/pers/t/Tanca:Letizia.html,t-LetiziaTanca,https://dblp.org/pid/t/LetiziaTanca.html,6
manolis terrovitis,greece,imis,https://dblp.org/pers/t/Terrovitis:Manolis.html,t-ManolisTerrovitis,https://dblp.org/pid/t/ManolisTerrovitis.html,7
martin theobald,luxembourg,"{'university of luxembourg', 'university of luxemburg'}",https://dblp.org/pers/t/Theobald:Martin.html,t-MartinTheobald,https://dblp.org/pid/t/MartinTheobald.html,1
nesime tatbul,united states,intel/mit,https://dblp.org/pers/t/Tatbul:Nesime.html,t-NesimeTatbul,https://dblp.org/pid/t/NesimeTatbul.html,5
peter triantafillou,united kingdom,university of warwick,https://dblp.org/pers/t/Triantafillou:Peter.html,t-PeterTriantafillou,https://dblp.org/pid/t/PeterTriantafillou.html,5
riccardo torlone,italy,universitã  roma tre,https://dblp.org/pid/t/RiccardoTorlone.html,t-RiccardoTorlone,https://dblp.org/pid/t/RiccardoTorlone.html,10
val tannen,united states,upenn,https://dblp.org/pid/t/ValTannen.html,t-ValTannen,https://dblp.org/pid/t/ValTannen.html,4
vincent tseng,taiwan,national chiao tung university,https://dblp.org/pid/t/VincentSMTseng.html,t-VincentSMTseng,https://dblp.org/pid/t/VincentSMTseng.html,6
wang-chiew tan,united states,facebook ai,https://dblp.org/pid/t/WangChiewTan.html,t-WangChiewTan,https://dblp.org/pid/t/WangChiewTan.html,7
yannis theodoridis,greece,university of piraeus,https://dblp.org/pid/t/YannisTheodoridis.html,t-YannisTheodoridis,https://dblp.org/pid/t/YannisTheodoridis.html,9
vasilis vassalos,greece,aueb,https://dblp.org/pid/v/VVassalos.html,v-VVassalos,https://dblp.org/pid/v/VVassalos.html,1
yannis velegrakis,netherlands,utrecht university,https://dblp.uni-trier.de/pers/v/Velegrakis:Yannis.html,v-YannisVelegrakis,https://dblp.uni-trier.de/pid/v/YannisVelegrakis.html,6
gerhard weikum,germany,max-planck-institut fur informatik,https://dblp.org/pid/w/GerhardWeikum.html,w-GerhardWeikum,https://dblp.org/pid/w/GerhardWeikum.html,7
haixun wang,united states,facebook,https://dblp.uni-trier.de/pers/w/Wang:Haixun.html,w-HaixunWang,https://dblp.uni-trier.de/pid/w/HaixunWang.html,3
ji-rong wen,china,renmin university,https://dblp.uni-trier.de/pers/w/Wen:Ji=Rong.html,w-JRWen,https://dblp.uni-trier.de/pid/w/JRWen.html,8
jef wijsen,belgium,university of mons,https://dblp.uni-trier.de/pers/w/Wijsen:Jef.html,w-JefWijsen,https://dblp.uni-trier.de/pid/w/JefWijsen.html,5
ke wang,canada,sfu,https://dblp.uni-trier.de/pers/hd/w/Wang_0001:Ke,w-KeWang,https://dblp.uni-trier.de/pid/w/KeWang.html,9
melanie herschel,germany,universitat stuttgart,https://dblp.org/pers/h/Herschel:Melanie.html,w-MelanieWeis,https://dblp.org/pid/w/MelanieWeis.html,5
peter wood,united kingdom,birkbeck,https://dblp.uni-trier.de/pers/hd/w/Wood:Peter_T=,w-PeterTWood,https://dblp.uni-trier.de/pid/w/PeterTWood.html,9
"{'raymond wong', 'raymond chi-wing wong'}",hong kong sar,"{'hkust', 'hong kong university of science and technology'}",https://dblp.org/pid/w/RaymondChiWingWong.html,w-RaymondChiWingWong,https://dblp.org/pid/w/RaymondChiWingWong.html,10
steven whang,south korea,kaist,"{'https://dblp.uni-trier.de/pid/w/StevenEuijongWhang.html', 'https://dblp.org/pid/w/StevenEuijongWhang.html'}",w-StevenEuijongWhang,https://dblp.org/pid/w/StevenEuijongWhang.html,4
wei wang,united states,ucla,https://dblp.org/pid/w/WeiWang.html,w-WeiWang,https://dblp.org/pid/w/WeiWang.html,9
wei wang,"{'hong kong sar', 'australia'}","{'hkust', 'university of new south wales'}",https://dblp.org/pid/w/WeiWang11.html,w-WeiWang11,https://dblp.org/pid/w/WeiWang11.html,5
wei wang,china,fudan university,https://dblp.org/pid/w/WeiWang9.html,w-WeiWang9,https://dblp.org/pid/w/WeiWang9.html,10
sean wang,china,fudan university,https://dblp.org/pid/w/XiaoyangSeanWang.html,w-XiaoyangSeanWang,https://dblp.org/pid/w/XiaoyangSeanWang.html,9
yang wang,china,ustc heifei,https://dblp.org/pid/w/YangWang15.html,w-YangWang15,https://dblp.org/pid/w/YangWang15.html,3
yang wang,united states,the ohio state university,https://dblp.org/pid/w/YangWang9.html,w-YangWang9,https://dblp.org/pid/w/YangWang9.html,4
hui xiong,china,msra,https://dblp.org/pid/x/HuiXiong.html,x-HuiXiong,https://dblp.org/pid/x/HuiXiong.html,9
jianliang xu,hong kong sar,hong kong baptist university,https://dblp.org/pers/x/Xu:Jianliang.html,x-JianliangXu,https://dblp.org/pid/x/JianliangXu.html,10
danfeng yao,united states,virginia tech,https://dblp.org/pid/y/DanfengYao.html,y-DanfengYao,https://dblp.org/pid/y/DanfengYao.html,6
jeffrey xu yu,hong kong sar,chinese university of hong kong,https://dblp.org/pers/y/Yu:Jeffrey_Xu.html,y-JXuYu,https://dblp.org/pid/y/JXuYu.html,2
jun yang,united states,duke university,https://dblp.uni-trier.de/pers/hd/y/Yang_0001:Jun,y-JunYang1,https://dblp.uni-trier.de/pid/y/JunYang1.html,7
masatoshi yoshikawa,japan,kyoto university,https://dblp.org/pers/y/Yoshikawa:Masatoshi.html,y-MasatoshiYoshikawa,https://dblp.org/pid/y/MasatoshiYoshikawa.html,2
xifeng yan,united states,ucsb,https://dblp.org/pid/y/XifengYan.html,y-XifengYan,https://dblp.org/pid/y/XifengYan.html,2
aoying zhou,china,east china normal university,https://dblp.org/pid/z/AoyingZhou.html,z-AoyingZhou,https://dblp.org/pid/z/AoyingZhou.html,1
demetrios zeinalipour-yazti,greece,university of cyprus,https://dblp.org/pid/z/DemetriosZeinalipourYazti.html,z-DemetriosZeinalipourYazti,https://dblp.org/pid/z/DemetriosZeinalipourYazti.html,3
karine zeitouni,france,universite de versailles-st-quentin,https://dblp.org/pid/z/KarineZeitouni.html,z-KarineZeitouni,https://dblp.org/pid/z/KarineZeitouni.html,6
xiaofang zhou,hong kong sar,the hong kong university of science and technology,https://dblp.org/pid/z/XiaofangZhou.html,z-XiaofangZhou,https://dblp.org/pid/z/XiaofangZhou.html,8
