name,country,institution,dblp,pid,final_url,expertise
shan-hung (brandon) wu,taiwan,national tsing hua university,https://dblp.org/pid/94/2844.html,94-2844,https://dblp.org/pid/94/2844.html,6
chao zhang,france,lyon 1 university,https://dblp.org/pid/94/3019-45.html,94-3019-45,https://dblp.org/pid/94/3019-45.html,1
dinesh garg,india,ibm research,https://dblp.uni-trier.de/pers/g/Garg:Dinesh.html,94-4438,https://dblp.uni-trier.de/pid/94/4438.html,5
mohamed mokbel,united states,"{'university of minnesota - twin cities', 'univ of minnesota'}",https://dblp.org/pid/94/5893.html,94-5893,https://dblp.org/pid/94/5893.html,9
john liagouris,united states,boston university,https://dblp.org/pid/95/9170.html,95-9170,https://dblp.org/pid/95/9170.html,10
mohamed sarwat,united states,asu,https://dblp.uni-trier.de/pers/s/Sarwat:Mohamed.html,95-9990,https://dblp.uni-trier.de/pid/95/9990.html,2
anton dignoes,italy,free university of bozen-bolzano,https://dblp.org/pid/96/11411.html,96-11411,https://dblp.org/pid/96/11411.html,1
sachindra joshi,india,ibm research - india,https://dblp.org/pid/96/2418.html,96-2418,https://dblp.org/pid/96/2418.html,10
james cheney,united kingdom,u edinburgh,https://dblp.org/pid/96/3253.html,96-3253,https://dblp.org/pid/96/3253.html,9
yi fang,united states,santa clara university,https://dblp.uni-trier.de/pers/hd/f/Fang_0008:Yi,96-361-8,https://dblp.uni-trier.de/pid/96/361-8.html,10
shourya roy,india,american express,https://dblp.uni-trier.de/pers/r/Roy:Shourya.html,96-3834,https://dblp.uni-trier.de/pid/96/3834.html,9
grigorios loukides,united kingdom,king's college london,https://dblp.org/pid/96/4724.html,96-4724,https://dblp.org/pid/96/4724.html,9
mayank singh,india,"{'indian institute of technology kharagpur', 'indian institute of technology, kharagpur'}",https://dblp.org/pid/96/4770.html,96-4770,https://dblp.org/pid/96/4770.html,6
rishiraj saha roy,germany,max planck institute for informatics,https://dblp.org/pers/r/Roy:Rishiraj_Saha.html,96-7128,https://dblp.org/pid/96/7128.html,8
himanshu bhatt,india,iiitd,https://dblp.org/pers/b/Bhatt:Himanshu_S=.html,96-8522,https://dblp.org/pid/96/8522.html,1
joao palotti,qatar,qatar computing research institute,https://dblp.uni-trier.de/pers/hd/p/Palotti:Jo=atilde=o_R=_M=,96-8654,https://dblp.uni-trier.de/pid/96/8654.html,10
elkindi rezig,united states,mit,https://dblp.org/pid/96/8919.html,96-8919,https://dblp.org/pid/96/8919.html,4
panos kalnis,saudi arabia,king abdullah university of science and technology,https://dblp.uni-trier.de/pers/k/Kalnis:Panos.html,97-3036,https://dblp.uni-trier.de/pid/97/3036.html,1
ponnurangam kumaraguru,india,iiitd,https://dblp.uni-trier.de/pers/k/Kumaraguru:Ponnurangam.html,97-5147,https://dblp.uni-trier.de/pid/97/5147.html,8
jeong-hyon hwang,united states,university at albany -- state univ. of ny,https://dblp.uni-trier.de/pers/h/Hwang:Jeong=Hyon.html,97-5585,https://dblp.uni-trier.de/pid/97/5585.html,1
ce zhang,switzerland,eth,https://dblp.org/pid/97/919-1.html,97-919-1,https://dblp.org/pid/97/919-1.html,3
zengfeng huang,china,fudan university,https://dblp.org/pid/97/9726.html,97-9726,https://dblp.org/pid/97/9726.html,4
shel finkelstein,united states,university of california at santa cruz,https://dblp.org/pers/f/Finkelstein:Shel.html,98-2324,https://dblp.org/pid/98/2324.html,8
ryan johnson,united states,"{'amazon web services', 'logic blox'}",https://dblp.org/pid/98/3414-1.html,98-3414-1,https://dblp.org/pid/98/3414-1.html,6
bin wu,china,alibaba,https://dblp.org/pid/98/4432-3.html,98-4432-3,https://dblp.org/pid/98/4432-3.html,10
xin huang,hong kong sar,"{'hong kong baptist university', 'hong kong baptist university, hong kong, china'}",https://dblp.org/pid/98/5766-1.html,98-5766-1,https://dblp.org/pid/98/5766-1.html,7
wei lu,china,renmin university of china,https://dblp.uni-trier.de/pid/98/6613-15.html,98-6613-15,https://dblp.uni-trier.de/pid/98/6613-15.html,8
daniel deutch,israel,tel aviv university,https://dblp.org/pid/98/6876.html,98-6876,https://dblp.org/pid/98/6876.html,2
lorraine goeuriot,france,"univ. grenoble alpes, cnrs, grenoble inp, lig, 38000 grenoble, france",https://dblp.org/pers/g/Goeuriot:Lorraine.html,98-7136,https://dblp.org/pid/98/7136.html,10
sam idicula,united states,oracle america (oracle labs),https://dblp.org/pers/i/Idicula:Sam.html,98-7258,https://dblp.org/pid/98/7258.html,8
kartik talamadupula,united states,ibm research,https://dblp.org/pers/t/Talamadupula:Kartik.html,99-2497,https://dblp.org/pid/99/2497.html,3
tamer elsayed,qatar,qatar university,https://dblp.org/pers/e/Elsayed:Tamer.html,99-5856,https://dblp.org/pid/99/5856.html,7
umar farooq minhas,united states,microsoft research,https://dblp.org/pers/m/Minhas:Umar_Farooq.html,99-6349,https://dblp.org/pid/99/6349.html,3
amr el abbadi,united states,"university of california, santa barbara",https://dblp.org/pid/a/AmrElAbbadi.html,a-AmrElAbbadi,https://dblp.org/pid/a/AmrElAbbadi.html,7
anastasia ailamaki,switzerland,epfl,https://dblp.uni-trier.de/pers/a/Ailamaki:Anastasia.html,a-AnastassiaAilamaki,https://dblp.uni-trier.de/pid/a/AnastassiaAilamaki.html,2
bernd amann,france,universit pierre et marie curie,https://dblp.org/pers/a/Amann:Bernd.html,a-BAmann,https://dblp.org/pid/a/BAmann.html,10
daniel abadi,united states,"university of maryland, college park",https://dblp.org/pid/a/DJAbadi.html,a-DJAbadi,https://dblp.org/pid/a/DJAbadi.html,6
divy agrawal,united states,"university of california, santa barbara",https://dblp.org/pid/a/DivyakantAgrawal.html,a-DivyakantAgrawal,https://dblp.org/pid/a/DivyakantAgrawal.html,3
foto afrati,greece,"ntua, greece",https://dblp.org/pid/a/FotoNAfrati.html,a-FotoNAfrati,https://dblp.org/pid/a/FotoNAfrati.html,3
gustavo alonso,switzerland,eth,https://dblp.org/pid/a/GustavoAlonso.html,a-GustavoAlonso,https://dblp.org/pid/a/GustavoAlonso.html,9
ira assent,denmark,university of aarhus,https://dblp.org/pers/a/Assent:Ira.html,a-IraAssent,https://dblp.org/pid/a/IraAssent.html,7
karl aberer,switzerland,epfl,https://dblp.uni-trier.de/pers/a/Aberer:Karl.html,a-KarlAberer,https://dblp.uni-trier.de/pid/a/KarlAberer.html,5
lyublena antova,united states,datometry,https://dblp.org/pers/a/Antova:Lyublena.html,a-LyublenaAntova,https://dblp.org/pid/a/LyublenaAntova.html,10
paolo atzeni,italy,roma tre university,https://dblp.org/pid/a/PAtzeni.html,a-PAtzeni,https://dblp.org/pid/a/PAtzeni.html,7
pankaj agarwal,united states,duke university,https://dblp.uni-trier.de/pers/a/Agarwal:Pankaj_K=.html,a-PankajKAgarwal,https://dblp.uni-trier.de/pid/a/PankajKAgarwal.html,9
toshiyuki amagasa,japan,university of tsukuba,https://dblp.org/pers/a/Amagasa:Toshiyuki.html,a-TAmagasa,https://dblp.org/pid/a/TAmagasa.html,1
walid aref,united states,"{'purdue', 'purdue university'}",https://dblp.org/pers/a/Aref:Walid_G=.html,a-WGAref,https://dblp.org/pid/a/WGAref.html,7
angela bonifati,france,univ. of lyon,https://dblp.uni-trier.de/pers/b/Bonifati:Angela.html,b-ABonifati,https://dblp.uni-trier.de/pid/b/ABonifati.html,6
chiranjib bhattacharyya,india,iisc,https://dblp.org/pers/b/Bhattacharyya:Chiranjib.html,b-CBhattacharyya,https://dblp.org/pid/b/CBhattacharyya.html,10
christian bizer,germany,university of mannheim,https://dblp.org/pers/b/Bizer:Christian.html,b-ChristianBizer,https://dblp.org/pid/b/ChristianBizer.html,9
elisa bertino,united states,"purdue university, usa",https://dblp.uni-trier.de/pers/b/Bertino:Elisa.html,b-ElisaBertino,https://dblp.uni-trier.de/pid/b/ElisaBertino.html,1
francesco bonchi,"{'italy', 'spain'}","{'isi foundation, turin', 'yahoo labs barcelona, spain'}",https://dblp.uni-trier.de/pid/b/FBonchi.html,b-FBonchi,https://dblp.uni-trier.de/pid/b/FBonchi.html,4
ilaria bartolini,italy,university of bologna,https://dblp.org/pers/b/Bartolini:Ilaria.html,b-IlariaBartolini,https://dblp.org/pid/b/IlariaBartolini.html,9
indrajit bhattacharya,india,tcs research,https://dblp.org/pid/b/IndrajitBhattacharya.html,b-IndrajitBhattacharya,https://dblp.org/pid/b/IndrajitBhattacharya.html,4
ken barker,canada,university of calgary,https://dblp.org/pid/b/KenBarker1.html,b-KenBarker1,https://dblp.org/pid/b/KenBarker1.html,10
leopoldo bertossi,chile,universidad adolfo ibanez,https://dblp.org/pid/b/LEBertossi.html,b-LEBertossi,https://dblp.org/pid/b/LEBertossi.html,3
luc bouganim,france,inria,https://dblp.uni-trier.de/pers/b/Bouganim:Luc.html,b-LucBouganim,https://dblp.uni-trier.de/pid/b/LucBouganim.html,9
magdalena balazinska,united states,u. washington,https://dblp.org/pers/b/Balazinska:Magdalena.html,b-MagdalenaBalazinska,https://dblp.org/pid/b/MagdalenaBalazinska.html,2
marco brambilla,italy,politecnico di milano,https://dblp.org/pers/hd/b/Brambilla_0001:Marco,b-MarcoBrambilla,https://dblp.org/pid/b/MarcoBrambilla.html,4
michael boehlen,switzerland,university of zurich,https://dblp.uni-trier.de/pers/b/B=ouml=hlen:Michael_H=.html,b-MichaelHBohlen,https://dblp.uni-trier.de/pid/b/MichaelHBohlen.html,6
philippe bonnet,denmark,"it univ copenhagen, denmark",https://dblp.org/pers/b/Bonnet:Philippe.html,b-PBonnet,https://dblp.org/pid/b/PBonnet.html,2
peter boncz,netherlands,cwi,https://dblp.org/pers/b/Boncz:Peter_A=.html,b-PeterABoncz,https://dblp.org/pid/b/PeterABoncz.html,8
philip bernstein,united states,microsoft research,https://dblp.org/pers/b/Bernstein:Philip_A=.html,b-PhilipABernstein,https://dblp.org/pid/b/PhilipABernstein.html,8
stephane bressan,singapore,national university of singapore,https://dblp.uni-trier.de/pid/b/SBressan.html,b-SBressan,https://dblp.uni-trier.de/pid/b/SBressan.html,1
sourav s bhowmick,singapore,nanyang technological university,https://dblp.org/pers/b/Bhowmick:Sourav_S=.html,b-SSBhowmick,https://dblp.org/pid/b/SSBhowmick.html,3
srikanta bedathur,india,ibm india,https://dblp.uni-trier.de/pid/b/SrikantaJBedathur.html,b-SrikantaJBedathur,https://dblp.uni-trier.de/pid/b/SrikantaJBedathur.html,10
arbee chen,taiwan,asia university,https://dblp.org/pers/c/Chen:Arbee_L=_P=.html,c-ALPChen,https://dblp.org/pid/c/ALPChen.html,9
andrea cali,united kingdom,birkbeck univ. of london,https://dblp.uni-trier.de/pers/c/Cal=igrave=:Andrea.html,c-AndreaCali,https://dblp.uni-trier.de/pid/c/AndreaCali.html,5
carlo curino,united states,"{'microsoft -- gsl', 'microsoft'}",https://dblp.org/pid/c/CarloCurino.html,c-CarloCurino,https://dblp.org/pid/c/CarloCurino.html,6
chee-yong chan,singapore,national university of singapore,https://dblp.uni-trier.de/pers/c/Chan:Chee_Yong.html,c-CheeYongChan,https://dblp.uni-trier.de/pid/c/CheeYongChan.html,4
dario colazzo,france,u. paris dauphine,https://dblp.uni-trier.de/pers/c/Colazzo:Dario.html,c-DarioColazzo,https://dblp.uni-trier.de/pid/c/DarioColazzo.html,10
gordon cormack,canada,university of waterloo,https://dblp.org/pers/c/Cormack:Gordon_V=.html,c-GVCormack,https://dblp.org/pid/c/GVCormack.html,2
graham cormode,united kingdom,university of warwick,https://dblp.org/pers/c/Cormode:Graham.html,c-GrahamCormode,https://dblp.org/pid/c/GrahamCormode.html,8
isabel cruz,united states,university of illinois at chicago,https://dblp.org/pers/c/Cruz:Isabel_F=.html,c-IFCruz,https://dblp.org/pid/c/IFCruz.html,6
ingemar cox,united kingdom,university college london,https://dblp.org/pers/c/Cox:Ingemar_J=.html,c-IngemarJCox,https://dblp.org/pid/c/IngemarJCox.html,5
kevin chang,united states,university of illinois at urbana-champaign,https://dblp.uni-trier.de/pers/c/Chang:Kevin_Chen=Chuan.html,c-KCCChang,https://dblp.uni-trier.de/pid/c/KCCChang.html,9
lei chen,hong kong sar,hong kong university of science and technology,https://dblp.org/pid/c/LeiChen0002.html,c-LeiChen0002,https://dblp.org/pid/c/LeiChen0002.html,1
max chevalier,france,irit,https://dblp.uni-trier.de/pers/c/Chevalier:Max.html,c-MaxChevalier,https://dblp.uni-trier.de/pid/c/MaxChevalier.html,5
panos chrysanthis,united states,university of pittsburgh,https://dblp.uni-trier.de/pers/c/Chrysanthis:Panos_K=.html,c-PKChrysanthis,https://dblp.uni-trier.de/pid/c/PKChrysanthis.html,6
sara cohen,israel,the hebrew university of jerusalem,https://dblp.uni-trier.de/pers/c/Cohen:Sara.html,c-SaraCohen,https://dblp.uni-trier.de/pid/c/SaraCohen.html,5
shimin chen,china,chinese academy of sciences,https://dblp.org/pid/c/ShiminChen.html,c-ShiminChen,https://dblp.org/pid/c/ShiminChen.html,6
shu-ching chen,united states,florida international university,https://dblp.uni-trier.de/pers/c/Chen:Shu=Ching.html,c-ShuChingChen,https://dblp.uni-trier.de/pid/c/ShuChingChen.html,6
surajit chaudhuri,united states,microsoft,https://dblp.uni-trier.de/pers/c/Chaudhuri:Surajit.html,c-SurajitChaudhuri,https://dblp.uni-trier.de/pid/c/SurajitChaudhuri.html,7
toon calders,belgium,universiteit antwerpen,https://dblp.uni-trier.de/pers/c/Calders:Toon.html,c-ToonCalders,https://dblp.uni-trier.de/pid/c/ToonCalders.html,4
ugur cetintemel,united states,brown,https://dblp.org/pid/c/UgurCetintemel.html,c-UgurCetintemel,https://dblp.org/pid/c/UgurCetintemel.html,8
venkatesan chakaravarthy,india,ibm research,https://dblp.uni-trier.de/pers/c/Chakaravarthy:Venkatesan_T=.html,c-VTChakaravarthy,https://dblp.uni-trier.de/pid/c/VTChakaravarthy.html,7
vassilis christophides,france,"{'inria', 'ensea'}","{'https://dblp.org/pid/c/VassilisChristophides.html', 'https://dblp.uni-trier.de/pid/c/VassilisChristophides.html'}",c-VassilisChristophides,https://dblp.org/pid/c/VassilisChristophides.html,9
wei chen,china,"{'zhejiang university', 'zju'}",https://dblp.org/pid/c/WeiChen1.html,c-WeiChen1,https://dblp.org/pid/c/WeiChen1.html,7
yeow meng chee,singapore,nus,https://dblp.org/pid/c/YeowMengChee.html,c-YeowMengChee,https://dblp.org/pid/c/YeowMengChee.html,3
"{'antonis deligiannakis', 'antonios deligiannakis'}",greece,technical university of crete,https://dblp.org/pid/d/ADeligiannakis.html,d-ADeligiannakis,https://dblp.org/pid/d/ADeligiannakis.html,3
alin deutsch,united states,ucsd,https://dblp.org/pid/d/AlinDeutsch.html,d-AlinDeutsch,https://dblp.org/pid/d/AlinDeutsch.html,8
amol deshpande,united states,university of maryland at college park,https://dblp.org/pid/d/AmolDeshpande.html,d-AmolDeshpande,https://dblp.org/pid/d/AmolDeshpande.html,5
anhai doan,united states,university of wisconsin-madison,https://dblp.org/pid/d/AnHaiDoan.html,d-AnHaiDoan,https://dblp.org/pid/d/AnHaiDoan.html,4
curtis dyreson,united states,utah state university,https://dblp.uni-trier.de/pid/d/CEDyreson.html,d-CEDyreson,https://dblp.uni-trier.de/pid/d/CEDyreson.html,8
gillian dobbie,new zealand,univ. of auckland,https://dblp.org/pers/d/Dobbie:Gillian.html,d-GDobbie,https://dblp.org/pid/d/GDobbie.html,6
josep domingo-ferrer,spain,"universitat rovira i virgili, catalonia",https://dblp.uni-trier.de/pid/d/JDomingoFerrer.html,d-JDomingoFerrer,https://dblp.uni-trier.de/pid/d/JDomingoFerrer.html,2
jens dittrich,germany,saarland university,https://dblp.org/pers/d/Dittrich:Jens.html,d-JensPeterDittrich,https://dblp.org/pid/d/JensPeterDittrich.html,4
khuzaima daudjee,canada,university of waterloo,https://dblp.org/pers/d/Daudjee:Khuzaima.html,d-KhuzaimaDaudjee,https://dblp.org/pid/d/KhuzaimaDaudjee.html,4
"{'luna dong', 'xin dong'}",united states,"{'amazon', 'amazon.com'}",https://dblp.uni-trier.de/pers/d/Dong_0001:Xin.html,d-XinLunaDong,https://dblp.uni-trier.de/pid/d/XinLunaDong.html,6
edward fox,united states,virginia tech,https://dblp.uni-trier.de/pid/f/EdwardAFox.html,f-EdwardAFox,https://dblp.uni-trier.de/pid/f/EdwardAFox.html,6
elena ferrari,italy,"university of insubria, varese",https://dblp.org/pers/f/Ferrari:Elena.html,f-ElenaFerrari,https://dblp.org/pid/f/ElenaFerrari.html,1
"{'george fletcher', 'george h. l. fletcher'}",netherlands,"{'eindhoven university of technology the netherlands', 'eindhoven  university of technology'}","{'https://dblp.uni-trier.de/pid/f/GeorgeHLFletcher.html', 'https://dblp.org/pid/f/GeorgeHLFletcher.html'}",f-GeorgeHLFletcher,https://dblp.org/pid/f/GeorgeHLFletcher.html,8
hakan ferhatosmanoglu,"{'turkey', 'united kingdom'}",university of warwick,https://dblp.uni-trier.de/pers/f/Ferhatosmanoglu:Hakan.html,f-HFerhatosmanoglu,https://dblp.uni-trier.de/pid/f/HFerhatosmanoglu.html,6
jose macedo,brazil,universidade federal do cear,https://dblp.uni-trier.de/pers/hd/m/Mac=ecirc=do:Jos=eacute=_A=_F=_de,f-JAFernandesdeMacedo,https://dblp.uni-trier.de/pid/f/JAFernandesdeMacedo.html,3
johann-christoph freytag,germany,humboldt-universitt zu berlin,https://dblp.uni-trier.de/pers/f/Freytag:Johann=Christoph.html,f-JCFreytag,https://dblp.uni-trier.de/pid/f/JCFreytag.html,9
juliana freire,united states,new york university,https://dblp.org/pers/f/Freire:Juliana.html,f-JulianaFreire,https://dblp.org/pid/f/JulianaFreire.html,2
michael franklin,united states,university of chicago,https://dblp.org/pid/f/MJFranklin.html,f-MJFranklin,https://dblp.org/pid/f/MJFranklin.html,8
aristides gionis,finland,aalto university,https://dblp.uni-trier.de/pers/g/Gionis:Aristides.html,g-AristidesGionis,https://dblp.uni-trier.de/pid/g/AristidesGionis.html,10
dimitrios gunopulos,greece,university of athens,https://dblp.org/pid/g/DimitriosGunopulos.html,g-DimitriosGunopulos,https://dblp.org/pid/g/DimitriosGunopulos.html,3
floris geerts,belgium,university of antwerp,https://dblp.org/pers/g/Geerts:Floris.html,g-FlorisGeerts,https://dblp.org/pid/g/FlorisGeerts.html,5
goetz graefe,united states,google,https://dblp.org/pid/g/GoetzGraefe.html,g-GoetzGraefe,https://dblp.org/pid/g/GoetzGraefe.html,6
johannes gehrke,united states,microsoft,https://dblp.org/pers/g/Gehrke:Johannes.html,g-JohannesGehrke,https://dblp.org/pid/g/JohannesGehrke.html,10
jonathan goldstein,united states,microsoft,https://dblp.uni-trier.de/pers/g/Goldstein:Jonathan.html,g-JonathanGoldstein,https://dblp.uni-trier.de/pid/g/JonathanGoldstein.html,6
manish gupta,india,microsoft,https://dblp.org/pid/g/ManishGupta1.html,g-ManishGupta1,https://dblp.org/pid/g/ManishGupta1.html,4
matteo golfarelli,italy,university of bologna,https://dblp.org/pers/g/Golfarelli:Matteo.html,g-MatteoGolfarelli,https://dblp.org/pid/g/MatteoGolfarelli.html,3
minos garofalakis,crete,technical university of crete,https://dblp.org/pers/g/Garofalakis:Minos_N=.html,g-MinosNGarofalakis,https://dblp.org/pid/g/MinosNGarofalakis.html,4
pierre geneves,france,inria,https://dblp.org/pid/g/PGeneves.html,g-PGeneves,https://dblp.org/pid/g/PGeneves.html,1
paolo garza,italy,politecnico di torino,https://dblp.org/pid/g/PaoloGarza.html,g-PaoloGarza,https://dblp.org/pid/g/PaoloGarza.html,4
parke godfrey,canada,york university,https://dblp.org/pid/g/ParkeGodfrey.html,g-ParkeGodfrey,https://dblp.org/pid/g/ParkeGodfrey.html,1
shahram ghandeharizadeh,united states,ucs,https://dblp.uni-trier.de/pers/g/Ghandeharizadeh:Shahram.html,g-SGhandeharizadeh,https://dblp.uni-trier.de/pid/g/SGhandeharizadeh.html,1
sergio greco,italy,"univ. of calabria, italy",https://dblp.uni-trier.de/pid/g/SergioGreco.html,g-SergioGreco,https://dblp.uni-trier.de/pid/g/SergioGreco.html,10
torsten grust,germany,universitat tabingen,https://dblp.org/pid/g/TorstenGrust.html,g-TorstenGrust,https://dblp.org/pid/g/TorstenGrust.html,6
alon halevy,united states,"{'facebook', 'recruit'}",https://dblp.uni-trier.de/pers/h/Halevy:Alon_Y=.html,h-AlonYHalevy,https://dblp.uni-trier.de/pid/h/AlonYHalevy.html,5
andreas hotho,germany,universitat wurzburg,https://dblp.org/pers/h/Hotho:Andreas.html,h-AndreasHotho,https://dblp.org/pid/h/AndreasHotho.html,4
bill howe,united states,university of washington,https://dblp.org/pid/h/BillHowe.html,h-BillHowe,https://dblp.org/pid/h/BillHowe.html,3
bingsheng he,singapore,"{'national university of singapore', 'nus'}",https://dblp.org/pid/h/BingshengHe.html,h-BingshengHe,https://dblp.org/pid/h/BingshengHe.html,1
jaakko hollmen,finland,aalto university,https://dblp.uni-trier.de/pers/h/Hollm=eacute=n:Jaakko.html,h-JaakkoHollmen,https://dblp.uni-trier.de/pid/h/JaakkoHollmen.html,6
katja hose,denmark,aalborg university,https://dblp.uni-trier.de/pers/h/Hose:Katja.html,h-KatjaHose,https://dblp.uni-trier.de/pid/h/KatjaHose.html,2
oktie hassanzadeh,united states,ibm research,https://dblp.uni-trier.de/pers/h/Hassanzadeh:Oktie.html,h-OktieHassanzadeh,https://dblp.uni-trier.de/pid/h/OktieHassanzadeh.html,8
peter haas,united states,university of massachusetts amherst,https://dblp.org/pers/hd/h/Haas:Peter_J=,h-PeterJHaas,https://dblp.org/pid/h/PeterJHaas.html,10
sven hartmann,germany,clausthal university of technology,https://dblp.org/pid/h/SvenHartmann.html,h-SvenHartmann,https://dblp.org/pid/h/SvenHartmann.html,5
sven helmer,switzerland,university of zurich,https://dblp.uni-trier.de/pers/h/Helmer:Sven.html,h-SvenHelmer,https://dblp.uni-trier.de/pid/h/SvenHelmer.html,7
wynne hsu,singapore,national university of singapore,https://dblp.org/pers/h/Hsu:Wynne.html,h-WynneHsu,https://dblp.org/pid/h/WynneHsu.html,10
ihab ilyas,canada,u. of waterloo,https://dblp.uni-trier.de/pers/i/Ilyas:Ihab_F=.html,i-IhabFIlyas,https://dblp.uni-trier.de/pid/i/IhabFIlyas.html,2
stratos idreos,united states,harvard,https://dblp.org/pers/i/Idreos:Stratos.html,i-StratosIdreos,https://dblp.org/pid/i/StratosIdreos.html,8
zack ives,united states,upenn,https://dblp.org/pers/i/Ives:Zachary_G=.html,i-ZacharyGIves,https://dblp.org/pid/i/ZacharyGIves.html,2
adam jatowt,japan,kyoto university,https://dblp.uni-trier.de/pid/j/AdamJatowt.html,j-AdamJatowt,https://dblp.uni-trier.de/pid/j/AdamJatowt.html,4
bjarn jansson,denmark,it university of copenhagen,https://dblp.uni-trier.de/pers/hd/j/J=oacute=nsson_0001:Bj=ouml=rn_=THORN==oacute=r,j-BjornTorJonsson1,https://dblp.uni-trier.de/pid/j/BjornTorJonsson1.html,1
c v jawahar,india,"cvit, iiit, hyderabad",https://dblp.org/pers/j/Jawahar:C=_V=.html,j-CVJawahar,https://dblp.org/pid/j/CVJawahar.html,5
chris jermaine,united states,rice university,https://dblp.org/pers/j/Jermaine:Chris.html,j-ChrisJermaine,https://dblp.org/pid/j/ChrisJermaine.html,9
christian jensen,denmark,aalborg university,https://dblp.uni-trier.de/pers/j/Jensen:Christian_S=.html,j-ChristianSJensen,https://dblp.uni-trier.de/pid/j/ChristianSJensen.html,1
gabriela jacques-silva,united states,facebook,https://dblp.org/pers/j/Jacques=Silva:Gabriela.html,j-GabrielaJacquesSilva,https://dblp.org/pid/j/GabrielaJacquesSilva.html,9
h. jagadish,united states,university of michigan,https://dblp.uni-trier.de/pid/j/HVJagadish.html,j-HVJagadish,https://dblp.uni-trier.de/pid/j/HVJagadish.html,8
alfons kemper,germany,"{'technical university of munich', 'tu munich'}",https://dblp.org/pid/k/AlfonsKemper.html,k-AlfonsKemper,https://dblp.org/pid/k/AlfonsKemper.html,6
birgitta koenig-ries,germany,friedrich-schiller-universitat jena,https://dblp.uni-trier.de/pid/k/BKonigRies.html,k-BKonigRies,https://dblp.uni-trier.de/pid/k/BKonigRies.html,7
ben kao,hongkong sar,university of hong kong,https://dblp.org/pid/k/BenKao.html,k-BenKao,https://dblp.org/pid/k/BenKao.html,3
bettina kemme,canada,mcgill university,https://dblp.org/pid/k/BettinaKemme.html,k-BettinaKemme,https://dblp.org/pid/k/BettinaKemme.html,1
christoph koch,switzerland,epfl,https://dblp.org/pid/k/ChristophKoch.html,k-ChristophKoch,https://dblp.org/pid/k/ChristophKoch.html,5
donald kossmann,switzerland,microsoft research,https://dblp.uni-trier.de/pers/k/Kossmann:Donald.html,k-DonaldKossmann,https://dblp.uni-trier.de/pid/k/DonaldKossmann.html,2
flip korn,united states,"google, usa",https://dblp.uni-trier.de/pers/k/Korn:Flip.html,k-FlipKorn,https://dblp.uni-trier.de/pid/k/FlipKorn.html,5
george kollios,united states,boston university,https://dblp.uni-trier.de/pid/k/GeorgeKollios.html,k-GeorgeKollios,https://dblp.uni-trier.de/pid/k/GeorgeKollios.html,8
georgia koutrika,greece,athena research center,https://dblp.org/pid/k/GeorgiaKoutrika.html,k-GeorgiaKoutrika,https://dblp.org/pid/k/GeorgiaKoutrika.html,9
hank korth,united states,lehigh university,https://dblp.org/pers/k/Korth:Henry_F=.html,k-HenryFKorth,https://dblp.org/pid/k/HenryFKorth.html,2
kamalakar karlapalem,india,"cde, iiit hyderabad, india",https://dblp.org/pers/k/Karlapalem:Kamalakar.html,k-KKarlapalem,https://dblp.org/pid/k/KKarlapalem.html,3
karin murthy,united states,ibm,https://dblp.org/pers/m/Murthy:Karin.html,k-KarinKailing,https://dblp.org/pid/k/KarinKailing.html,3
masaru kitsuregawa,japan,university of tokyo,https://dblp.uni-trier.de/pers/k/Kitsuregawa:Masaru.html,k-MasaruKitsuregawa,https://dblp.uni-trier.de/pid/k/MasaruKitsuregawa.html,1
nick koudas,canada,university of toronto,https://dblp.org/pers/k/Koudas:Nick.html,k-NickKoudas,https://dblp.org/pid/k/NickKoudas.html,8
vana kalogeraki,greece,"athens university of economics and business, greece",https://dblp.org/pers/k/Kalogeraki:Vana.html,k-VanaKalogeraki,https://dblp.org/pid/k/VanaKalogeraki.html,6
verena kantere,"{'canada', 'greece'}","{'university of ottawa', 'national technical university of athens'}",https://dblp.uni-trier.de/pid/k/VerenaKantere.html,k-VerenaKantere,https://dblp.uni-trier.de/pid/k/VerenaKantere.html,8
alexandros labrinidis,united states,university of pittsburgh,https://dblp.org/pid/l/ALabrinidis.html,l-ALabrinidis,https://dblp.org/pid/l/ALabrinidis.html,9
bertram ludascher,united states,university of illinois,https://dblp.org/pid/l/BertramLudascher.html,l-BertramLudascher,https://dblp.org/pid/l/BertramLudascher.html,5
chen li,united states,uc irvine,https://dblp.org/pid/l/ChenLi1.html,l-ChenLi1,https://dblp.org/pid/l/ChenLi1.html,3
chengfei liu,australia,swinburne university of technology,https://dblp.org/pers/l/Liu:Chengfei.html,l-ChengfeiLiu,https://dblp.org/pid/l/ChengfeiLiu.html,5
feifei li,china,alibaba group,https://dblp.org/pid/l/FeifeiLi.html,l-FeifeiLi,https://dblp.org/pid/l/FeifeiLi.html,5
guoliang li,china,tsinghua university,https://dblp.org/pers/l/Li_0001:Guoliang.html,l-GuoliangLi,https://dblp.org/pid/l/GuoliangLi.html,5
hua lu,denmark,"{'aalborg university', 'roskilde university'}",https://dblp.org/pid/l/HuaLu.html,l-HuaLu,https://dblp.org/pid/l/HuaLu.html,3
hui li,china,xidian university,https://dblp.org/pid/l/HuiLi5.html,l-HuiLi5,https://dblp.org/pid/l/HuiLi5.html,10
